,question,answer,context
713,How many times is the spoon used?,1,"preheat oven to 180 degc ( 350 degf ) . butter a 20 cm ( 9 inch ) cake tin . blend sweet potato , butter , eggs , sugar , baking soda , salt and cinnamon in a food processor until smooth . stir in yoghurt and cornmeal and pour into greased , lined tin . bake for 45 minutes in preheated oven , or until a fine skewer comes out clean . cool a little before turning out . cut into squares to serve with meat and salad . cold cornbread can be fried quickly on both sides and served as a base for grilled meat . it is possible to substitute pumpkin for sweet potato , but it must be a dry pumpkin . "
714,How many actions does it take to process the sugar?,1,"preheat oven to 180 degc ( 350 degf ) . butter a 20 cm ( 9 inch ) cake tin . blend sweet potato , butter , eggs , sugar , baking soda , salt and cinnamon in a food processor until smooth . stir in yoghurt and cornmeal and pour into greased , lined tin . bake for 45 minutes in preheated oven , or until a fine skewer comes out clean . cool a little before turning out . cut into squares to serve with meat and salad . cold cornbread can be fried quickly on both sides and served as a base for grilled meat . it is possible to substitute pumpkin for sweet potato , but it must be a dry pumpkin . "
715,How many actions does it take to process the popsicle stick?,1,"remove kiwifruits skin and cut into large cubes . place gold kiwifruits with 2 tablespoon of water and sugar into blender or liquidiser , blend until just smooth or with some small lumps are fine . do not over blend the kiwifruits , otherwise seeds will be crushed and make popsicles bitter . pour out blended gold kiwifruits into a cup and set aside . then blend the green kiwifruits . carefully pour half blended kiwifruits into silicone individual moulds ( 6 gold kiwifruits and 6 green kiwifruits as i wanted to make a two tones colour in one popsicle ) . place silicone mould in freezer for about 30 minutes until popsicles partially frozen then insert popsicle sticks in the center . put the silicone mould back to the freezer for another 15 minutes or more to make sure the sticks are firmly secured in the popsicles and pour ( or use a teaspoon to scoop ) in the remaining blended kiwifruits on top of it . freeze popsicles until hard for at least 4 hours or overnight . "
716,How many actions does it take to process the fettuccini?,2,"heat a sauce pan with the olive oil , garlic , broccoli rabe , red pepper flakes and the chicken broth or water . cover and let gently simmer until the broccoli is tender . when the broccoli rabe is tender , snip the broccoli rabe with a cooking scissor to make small bit sized pieces , then add the lemon juice , salt and beans and toss . cover and turn the heat off . prepare the fettuccini as directed . plate the fettuccini in a large serving bowl . top with the broccoli rabe and toss . add a drizzle of olive oil , grating cheese and a dash of red pepper flakes . "
717,How many actions does it take to process the olive oil?,2,"heat a sauce pan with the olive oil , garlic , broccoli rabe , red pepper flakes and the chicken broth or water . cover and let gently simmer until the broccoli is tender . when the broccoli rabe is tender , snip the broccoli rabe with a cooking scissor to make small bit sized pieces , then add the lemon juice , salt and beans and toss . cover and turn the heat off . prepare the fettuccini as directed . plate the fettuccini in a large serving bowl . top with the broccoli rabe and toss . add a drizzle of olive oil , grating cheese and a dash of red pepper flakes . "
718,How many actions does it take to process the garlic?,2,"combine all of the ingredients except the garlic in a medium , heavy saucepan over high heat . cook , stirring , for 4 minutes . add the garlic , remove from heat , and cool to room temperature . when the mixture is cool , pour into the bowl of a food processor or blender and pulse several times until smooth . strain through a fine mesh strainer into a clean container , and refrigerate , tightly covered , for 7 days before using . "
719,How many actions does it take to process the salt?,1,"clean pumpkin seeds and spread on a cookie sheet overnight to dry . preheat oven to 350 spray seeds with cooking spray and season with curry powder and salt . roast in the oven for 40 minutes , flipping after 20 . "
720,How many times is the oven used?,3,"clean pumpkin seeds and spread on a cookie sheet overnight to dry . preheat oven to 350 spray seeds with cooking spray and season with curry powder and salt . roast in the oven for 40 minutes , flipping after 20 . "
721,How many actions does it take to process the butter?,1,"preheat oven at 350deg . in a large pot of boiling salted water cook the pasta until al dente . meanwhile in a large skillet , over medium heat , saute the onion with the butter and olive oil . when translucent add the zucchini and continue cooking until slightly tender , 3 minutes . turn off heat and set aside . drain the pasta , reserve 1/2 cup of cooking water . add the pasta to the skillet with the onions and zucchini , add some of the reserved cooking water to insure the pasta is nicely moist place a large sheet of aluminum foil in a cookie sheet and add the pasta in the center of the aluminum foil . cover with another sheet of aluminum foil and seal the edges well together . place in the hot oven and bake for 15 to 20 minutes . remove from the oven , open the foil - be careful quite hot - and place the content in a large pasta serving plate "
722,How many actions does it take to process the olive oil?,1,"preheat oven at 350deg . in a large pot of boiling salted water cook the pasta until al dente . meanwhile in a large skillet , over medium heat , saute the onion with the butter and olive oil . when translucent add the zucchini and continue cooking until slightly tender , 3 minutes . turn off heat and set aside . drain the pasta , reserve 1/2 cup of cooking water . add the pasta to the skillet with the onions and zucchini , add some of the reserved cooking water to insure the pasta is nicely moist place a large sheet of aluminum foil in a cookie sheet and add the pasta in the center of the aluminum foil . cover with another sheet of aluminum foil and seal the edges well together . place in the hot oven and bake for 15 to 20 minutes . remove from the oven , open the foil - be careful quite hot - and place the content in a large pasta serving plate "
