,question,context,answer
3204,How many stoves are used?,"mix # shadow : spoon 1.1.1 # sugar # part : mix # , flour # part : mix # , and salt # part : mix # in heavy # part : mix # 6-qt saucepan . add # habitat : heavy qt saucepan 1.1.9 # egg # part : add # yolks and mix # result : egg mixture 3.1.6, tool : spoon 1.1.1, habitat : heavy qt saucepan 1.1.9 # well . using wire # part : stir # whisk , stir # habitat : heavy qt saucepan 1.1.9 # egg # part : stir # mixture and slowly pour # result : custard 4.1.10, habitat : heavy qt saucepan 1.1.9 # in milk # part : pour # and cream # part : pour # . cook # drop : custard 4.1.10, habitat : stove 4.1.1 # over low heat , stirring # drop : custard 4.1.10 # constantly , until custard # part : thickened # is thickened # habitat : heavy qt saucepan 1.1.9 # and just coats # drop : custard 4.1.10, tool : wooden spoon 4.1.20 # the back of a wooden # part : stirring # spoon . remove # drop : custard 4.1.10 # from heat and let cool # drop : custard 4.1.10 # . the custard # part : thicken # will thicken as it cools # drop : custard 6.1.2 # . when cold , stir # drop : custard 6.1.2, tool : wooden spoon 4.1.20 # in vanilla # part : stir # , nutmeg # part : stir # , and whiskey # part : stir # . ",1
3205,How many actions does it take to process the fried onion?,"fry # shadow : oil 1.1.1, habitat : pan 1.1.1 # onion # part : fry # . place fried # part : place # onions , pieces of sweet # part : place # potatoes , and lentils # part : place # into a soup # part : place # pot . cover # habitat : soup pot 2.1.14 # with water # part : cover # . bring to a boil # drop : water 2.2.3 onion 1.1.2 sweet potatoes 2.1.7 lentils 2.1.11, habitat : soup pot 2.1.14 # . add # drop : water 2.2.3 onion 1.1.2 sweet potatoes 2.1.7 lentils 2.1.11, result : soup 3.1.1, habitat : soup pot 2.1.14 # soup # part : add # mix . simmer # drop : soup 3.1.1, habitat : soup pot 2.1.14 # for 20 minutes or until the potatoes # part : mash # are soft enough to mash . cool # drop : soup 3.1.1 # and puree # drop : soup 3.1.1 # . heat # habitat : microwave 5.1.1 # the soup # part : heat # to serve # drop : soup 3.1.1 # . ",1
3206,How many actions does it take to process the onion?,"fry # shadow : oil 1.1.1, habitat : pan 1.1.1 # onion # part : fry # . place fried # part : place # onions , pieces of sweet # part : place # potatoes , and lentils # part : place # into a soup # part : place # pot . cover # habitat : soup pot 2.1.14 # with water # part : cover # . bring to a boil # drop : water 2.2.3 onion 1.1.2 sweet potatoes 2.1.7 lentils 2.1.11, habitat : soup pot 2.1.14 # . add # drop : water 2.2.3 onion 1.1.2 sweet potatoes 2.1.7 lentils 2.1.11, result : soup 3.1.1, habitat : soup pot 2.1.14 # soup # part : add # mix . simmer # drop : soup 3.1.1, habitat : soup pot 2.1.14 # for 20 minutes or until the potatoes # part : mash # are soft enough to mash . cool # drop : soup 3.1.1 # and puree # drop : soup 3.1.1 # . heat # habitat : microwave 5.1.1 # the soup # part : heat # to serve # drop : soup 3.1.1 # . ",3
3207,How many times is the microwave used?,"fry # shadow : oil 1.1.1, habitat : pan 1.1.1 # onion # part : fry # . place fried # part : place # onions , pieces of sweet # part : place # potatoes , and lentils # part : place # into a soup # part : place # pot . cover # habitat : soup pot 2.1.14 # with water # part : cover # . bring to a boil # drop : water 2.2.3 onion 1.1.2 sweet potatoes 2.1.7 lentils 2.1.11, habitat : soup pot 2.1.14 # . add # drop : water 2.2.3 onion 1.1.2 sweet potatoes 2.1.7 lentils 2.1.11, result : soup 3.1.1, habitat : soup pot 2.1.14 # soup # part : add # mix . simmer # drop : soup 3.1.1, habitat : soup pot 2.1.14 # for 20 minutes or until the potatoes # part : mash # are soft enough to mash . cool # drop : soup 3.1.1 # and puree # drop : soup 3.1.1 # . heat # habitat : microwave 5.1.1 # the soup # part : heat # to serve # drop : soup 3.1.1 # . ",1
3208,How many times is the crock pot used?,"combine # habitat : slow cooker 1.1.6 # all ingredients # part : combine # in the slow # part : combine # cooker or crock # part : combine # pot . cover # drop : ingredients 1.1.3 # and cook # habitat : slow cooker 1.1.6 # on low for 6 to 8 hours . one hour before done , remove bones # part : remove # and skins # part : remove # , scrape # shadow : knife 3.1.16 # fat # part : scrape # off skin # part : scrape # and chop # tool : knife 3.1.16 # meat # part : chop # . put chopped ham # part : put # back in pot # part : put # . ",4
3209,How many slow cookers are used?,"combine # habitat : slow cooker 1.1.6 # all ingredients # part : combine # in the slow # part : combine # cooker or crock # part : combine # pot . cover # drop : ingredients 1.1.3 # and cook # habitat : slow cooker 1.1.6 # on low for 6 to 8 hours . one hour before done , remove bones # part : remove # and skins # part : remove # , scrape # shadow : knife 3.1.16 # fat # part : scrape # off skin # part : scrape # and chop # tool : knife 3.1.16 # meat # part : chop # . put chopped ham # part : put # back in pot # part : put # . ",1
3210,How many actions does it take to process the ham?,"combine # habitat : slow cooker 1.1.6 # all ingredients # part : combine # in the slow # part : combine # cooker or crock # part : combine # pot . cover # drop : ingredients 1.1.3 # and cook # habitat : slow cooker 1.1.6 # on low for 6 to 8 hours . one hour before done , remove bones # part : remove # and skins # part : remove # , scrape # shadow : knife 3.1.16 # fat # part : scrape # off skin # part : scrape # and chop # tool : knife 3.1.16 # meat # part : chop # . put chopped ham # part : put # back in pot # part : put # . ",1
3211,How many times is the knife used?,"combine # habitat : slow cooker 1.1.6 # all ingredients # part : combine # in the slow # part : combine # cooker or crock # part : combine # pot . cover # drop : ingredients 1.1.3 # and cook # habitat : slow cooker 1.1.6 # on low for 6 to 8 hours . one hour before done , remove bones # part : remove # and skins # part : remove # , scrape # shadow : knife 3.1.16 # fat # part : scrape # off skin # part : scrape # and chop # tool : knife 3.1.16 # meat # part : chop # . put chopped ham # part : put # back in pot # part : put # . ",2
3212,How many oven trays are used?,"process minced # part : process # onion and ground # part : process # meat in a food # part : process # processor . knead # result : meat mixture 2.1.1, tool : hand 2.1.1 # meat # part : knead # and onion # part : knead # with parsley # part : knead # , spices # part : knead # , and salt # part : knead # . process meat # part : process # mixture another time in food # part : process # processor until smooth . grease # shadow : oil 4.1.1 # an oven # part : grease # tray ( diameter 30 cm ) . ",1
3213,How many actions does it take to process the parsley?,"process minced # part : process # onion and ground # part : process # meat in a food # part : process # processor . knead # result : meat mixture 2.1.1, tool : hand 2.1.1 # meat # part : knead # and onion # part : knead # with parsley # part : knead # , spices # part : knead # , and salt # part : knead # . process meat # part : process # mixture another time in food # part : process # processor until smooth . grease # shadow : oil 4.1.1 # an oven # part : grease # tray ( diameter 30 cm ) . ",1
3214,How many actions does it take to process the meat?,"process minced # part : process # onion and ground # part : process # meat in a food # part : process # processor . knead # result : meat mixture 2.1.1, tool : hand 2.1.1 # meat # part : knead # and onion # part : knead # with parsley # part : knead # , spices # part : knead # , and salt # part : knead # . process meat # part : process # mixture another time in food # part : process # processor until smooth . grease # shadow : oil 4.1.1 # an oven # part : grease # tray ( diameter 30 cm ) . ",1
3215,How many times is the food processor used?,"process minced # part : process # onion and ground # part : process # meat in a food # part : process # processor . knead # result : meat mixture 2.1.1, tool : hand 2.1.1 # meat # part : knead # and onion # part : knead # with parsley # part : knead # , spices # part : knead # , and salt # part : knead # . process meat # part : process # mixture another time in food # part : process # processor until smooth . grease # shadow : oil 4.1.1 # an oven # part : grease # tray ( diameter 30 cm ) . ",2
3216,How many actions does it take to process the flour?,"add # result : orange juice mixture 1.1.1 # orange # part : add # juice , water # part : add # , colouring # part : add # and sugar # part : add # together in a small # part : add # pot . stir # drop : orange juice mixture 1.1.1 orange juice mixture 1.1.1 # with a hand # part : stir # whisk under low heat until sugar # part : stir # dissolved # habitat : small pot 1.1.13 # and leave # drop : orange juice mixture 1.1.1 # to cool # drop : orange juice mixture 1.1.1 # . do not boil # habitat : small pot 1.1.13 # the orange # part : boil # juice otherwise you 'll get a bitter taste of it . sieve # tool : sifter 2.1.1 # self # part : sieve # raising flour into a large # part : sieve # bowl . pour # habitat : large bowl 2.1.7 # the orange # part : pour # juice directly to the flour # part : pour # , follow # drop : self raising flour 2.1.2, result : batter 2.2.10 # by beaten # part : pour # egg and melted # part : pour # butter . stir # drop : batter 2.2.10, habitat : large bowl 2.1.7 # well with a hand # part : stir # whisk . lastly add # drop : batter 2.2.10 # in the candied # part : add # orange peels and orange # part : add # zest , fold # drop : batter 2.2.10 # well with a rubber # part : fold # spatula . divide # tool : spoon 4.1.1 # batter # part : divide # evenly into 7 - 9 cupcake # part : divide # liners ( depend on the size of the liners ) to 3/4 full and steam # drop : batter 2.2.10, habitat : steamer 4.1.23 # at high heat for about 10 - 12 minutes . ",1
3217,How many sifters are used?,"add # result : orange juice mixture 1.1.1 # orange # part : add # juice , water # part : add # , colouring # part : add # and sugar # part : add # together in a small # part : add # pot . stir # drop : orange juice mixture 1.1.1 orange juice mixture 1.1.1 # with a hand # part : stir # whisk under low heat until sugar # part : stir # dissolved # habitat : small pot 1.1.13 # and leave # drop : orange juice mixture 1.1.1 # to cool # drop : orange juice mixture 1.1.1 # . do not boil # habitat : small pot 1.1.13 # the orange # part : boil # juice otherwise you 'll get a bitter taste of it . sieve # tool : sifter 2.1.1 # self # part : sieve # raising flour into a large # part : sieve # bowl . pour # habitat : large bowl 2.1.7 # the orange # part : pour # juice directly to the flour # part : pour # , follow # drop : self raising flour 2.1.2, result : batter 2.2.10 # by beaten # part : pour # egg and melted # part : pour # butter . stir # drop : batter 2.2.10, habitat : large bowl 2.1.7 # well with a hand # part : stir # whisk . lastly add # drop : batter 2.2.10 # in the candied # part : add # orange peels and orange # part : add # zest , fold # drop : batter 2.2.10 # well with a rubber # part : fold # spatula . divide # tool : spoon 4.1.1 # batter # part : divide # evenly into 7 - 9 cupcake # part : divide # liners ( depend on the size of the liners ) to 3/4 full and steam # drop : batter 2.2.10, habitat : steamer 4.1.23 # at high heat for about 10 - 12 minutes . ",1
3218,How many actions does it take to process the self raising flour?,"add # result : orange juice mixture 1.1.1 # orange # part : add # juice , water # part : add # , colouring # part : add # and sugar # part : add # together in a small # part : add # pot . stir # drop : orange juice mixture 1.1.1 orange juice mixture 1.1.1 # with a hand # part : stir # whisk under low heat until sugar # part : stir # dissolved # habitat : small pot 1.1.13 # and leave # drop : orange juice mixture 1.1.1 # to cool # drop : orange juice mixture 1.1.1 # . do not boil # habitat : small pot 1.1.13 # the orange # part : boil # juice otherwise you 'll get a bitter taste of it . sieve # tool : sifter 2.1.1 # self # part : sieve # raising flour into a large # part : sieve # bowl . pour # habitat : large bowl 2.1.7 # the orange # part : pour # juice directly to the flour # part : pour # , follow # drop : self raising flour 2.1.2, result : batter 2.2.10 # by beaten # part : pour # egg and melted # part : pour # butter . stir # drop : batter 2.2.10, habitat : large bowl 2.1.7 # well with a hand # part : stir # whisk . lastly add # drop : batter 2.2.10 # in the candied # part : add # orange peels and orange # part : add # zest , fold # drop : batter 2.2.10 # well with a rubber # part : fold # spatula . divide # tool : spoon 4.1.1 # batter # part : divide # evenly into 7 - 9 cupcake # part : divide # liners ( depend on the size of the liners ) to 3/4 full and steam # drop : batter 2.2.10, habitat : steamer 4.1.23 # at high heat for about 10 - 12 minutes . ",2
3219,How many steamers are used?,"add # result : orange juice mixture 1.1.1 # orange # part : add # juice , water # part : add # , colouring # part : add # and sugar # part : add # together in a small # part : add # pot . stir # drop : orange juice mixture 1.1.1 orange juice mixture 1.1.1 # with a hand # part : stir # whisk under low heat until sugar # part : stir # dissolved # habitat : small pot 1.1.13 # and leave # drop : orange juice mixture 1.1.1 # to cool # drop : orange juice mixture 1.1.1 # . do not boil # habitat : small pot 1.1.13 # the orange # part : boil # juice otherwise you 'll get a bitter taste of it . sieve # tool : sifter 2.1.1 # self # part : sieve # raising flour into a large # part : sieve # bowl . pour # habitat : large bowl 2.1.7 # the orange # part : pour # juice directly to the flour # part : pour # , follow # drop : self raising flour 2.1.2, result : batter 2.2.10 # by beaten # part : pour # egg and melted # part : pour # butter . stir # drop : batter 2.2.10, habitat : large bowl 2.1.7 # well with a hand # part : stir # whisk . lastly add # drop : batter 2.2.10 # in the candied # part : add # orange peels and orange # part : add # zest , fold # drop : batter 2.2.10 # well with a rubber # part : fold # spatula . divide # tool : spoon 4.1.1 # batter # part : divide # evenly into 7 - 9 cupcake # part : divide # liners ( depend on the size of the liners ) to 3/4 full and steam # drop : batter 2.2.10, habitat : steamer 4.1.23 # at high heat for about 10 - 12 minutes . ",1
